,title,year,budget,director,actor,companies,genres,plot_keywords,genresOneHot,language,country,score
1601,The Help,2011.0,0.06561735056457768,0.78,0.729,0.656,0.669,mississippi|based on novel|exploitation|racial segregation|racism|writer|maid|moral courage|ressentiment|southern belle|racial issues|1960s|newspaper columnist,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,India,7.8
1602,The Fifth Estate,2013.0,0.1062992125984252,0.613,0.662,0.654,0.645,journalist|biography|internet|information leak|activist,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Belgium,5.7
1603,Freddy vs. Jason,2003.0,0.14786967418546365,0.565,0.581,0.57,0.589,murder|marijuana|teenager|bad dream,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,Canada,5.8
1604,Jimmy Neutron: Boy Genius,2001.0,0.16967509025270758,0.555,0.56,0.578,0.626,showdown|gi|villain|genius|alien|rescue|miniaturization|robot|battle|laser gun|spear|boy genius,"[ 1.  1.  1.  1.  0.  0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
1605,Cloverfield,2008.0,0.11020153935133692,0.68,0.578,0.655,0.62,helicopter|monster|skyscraper|fight|camcorder|panic|chaos|supernatural|quarantine|friends|alien|rescue|survival|disaster|escape|giant monster|kaiju|military|found footage|aftercreditsstinger,"[ 1.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Pусский,United States of America,6.4
1606,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0,0.23076923076923078,0.58,0.592,0.621,0.621,crime fighter|fight|mutant|turtle|ninja|reporter|new york city,"[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Hong Kong,5.8
1607,The Untouchables,1987.0,0.6153846153846154,0.662,0.689,0.636,0.657,white suit|al capone|tough cop|treasury agent|untouchable|tax evasion|jury tampering|rule of law|rooftop chase|cutting face while shaving|1930s,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,United States of America,7.6
1608,No Country for Old Men,2007.0,0.08328749770821875,0.689,0.634,0.675,0.646,texas|drug traffic|hitman|united states–mexico barrier|suspense,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.7
1609,Ride Along,2014.0,0.09656695442682192,0.618,0.592,0.624,0.617,police operation|police officer|brother-in-law brother-in-law relationship|duringcreditsstinger|black men,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
1610,Bridget Jones's Diary,2001.0,0.16967509025270758,0.65,0.638,0.659,0.643,holiday|london england|england|alcohol|sex|lovesickness|telecaster|birthday|christmas party|news broadcast|sexual frustration|diary|cigarette|daughter|mother daughter relationship|lawyer|reporter|extramarital affair|duringcreditsstinger|woman director|christmas,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,France,6.5
1611,Chocolat,2000.0,0.1865079365079365,0.707,0.659,0.673,0.643,chocolate|mayor|praline|single|mother daughter relationship,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.8
1612,"Legally Blonde 2: Red, White & Blonde",2003.0,0.22305764411027568,0.51,0.616,0.595,0.616,washington d.c.|boston|chambers of a barrister|tierversuch|lawyer,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.1
1613,Parental Guidance,2012.0,0.0935390549662488,0.577,0.632,0.608,0.616,,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
1614,No Strings Attached,2011.0,0.06561735056457768,0.603,0.628,0.621,0.63,father son relationship|casual meeting|student of medicine|friends|valentine|male female relationship|open relationship|sexual humor|best friend|casual sex|best friends in love|duringcreditsstinger|fling|father son conflict|friends with benefit,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
1615,Tombstone,1993.0,0.281437125748503,0.685,0.625,0.605,0.656,retirement|wyatt earp|right and justice|historical figure,"[ 1.  1.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,United States of America,7.4
1616,Romeo Must Die,2000.0,0.1865079365079365,0.52,0.583,0.645,0.629,martial arts|hip-hop|oakland|asian|asian man|asian lead,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.0
1617,The Omen,1976.0,0.225,0.641,0.707,0.638,0.605,monk|prophecy|ambassador|nanny|rottweiler|devil's son|revelation|aggression by animal|photography|paranormal phenomena|cowardliness|archaeologist,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.2
1618,Final Destination 3,2006.0,0.0902339398440401,0.52,0.607,0.592,0.615,beheading|dying and death|stroke of fate,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.]",English,Canada,5.8
1619,The Lucky One,2012.0,0.0935390549662488,0.643,0.66,0.63,0.657,based on novel|wife husband relationship|photo|kennel|playing chess|bomb explosion|iraq veteran,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.8
1620,Bridge to Terabithia,2007.0,0.1999599979999,0.7,0.646,0.672,0.641,brother sister relationship|friendship|bullying|neighbor|school|drawing|based on children's book|school bus|imagination|creek|clubhouse|reality vs fantasy|outsider|fantasy world|overflowing with imagination,"[ 0.  1.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
1621,Finding Neverland,2004.0,0.12471553254807813,0.676,0.693,0.696,0.669,london england|scotland|parents kids relationship|becoming an adult|fantasy|mother role|childhood memory|success|widow|theatre play|stroke of fate|costume|peter pan|theatre group|adventure|loss of husband|marriage crisis|theatre milieu|friendship|faith|single|mother daughter relationship|author|pirate|illness|spectacle|child,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,7.2
1622,The Grey,2012.0,0.0935390549662488,0.653,0.62,0.629,0.636,alcohol|isolation|wolf|wilderness|forest|stranded|alaska|survival|airplane crash|fear|howling|death|animal killing|freezing|animal attack|campfire|male camaraderie|gun in mouth|aftercreditsstinger|bar fight|eaten alive|eaten by animal,"[ 1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,6.4
1623,Hide and Seek,2005.0,0.1167192429022082,0.61,0.642,0.615,0.617,house|imaginary friend|suspense|loss of wife,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
1624,Anchorman: The Legend of Ron Burgundy,2004.0,0.12971715807637482,0.647,0.599,0.612,0.616,journalism|sexism|ladder|panda|tv show in film|mustache|misogynist|newsroom|teleprompter|gang warfare|aftercreditsstinger|duringcreditsstinger|news spoof,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
1625,GoodFellas,1990.0,0.23728813559322035,0.737,0.671,0.66,0.659,prison|based on novel|florida|1970s|mass murder|irish-american|drug traffic|biography|based on true story|murder|organized crime|gore|mafia|gangster|new york city|extreme violence|violence|brooklyn new york city|crime epic|tampa,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Italiano,United States of America,8.2
1626,Agent Cody Banks,2003.0,0.13784461152882205,0.56,0.531,0.564,0.617,spy|cia|killer robot|delinquent|teen spy,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,5.0
1627,Nanny McPhee,2005.0,0.1167192429022082,0.605,0.658,0.646,0.62,loss of mother|nanny|education|wizardry|children|single father,"[ 0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,6.4
1628,Scarface,1983.0,0.5737704918032787,0.662,0.724,0.633,0.639,miami|corruption|capitalism|cuba|prohibition|brother sister relationship|loss of sister|cocaine|cult film|bitterness,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,8.0
1629,Nothing to Lose,1997.0,0.1242117906115504,0.59,0.6,0.647,0.62,rap music|infidelity|security camera|loss|crook|sociopath|revenge|artifact|f word|racism|criminal|on the road|desert|security guard|shoplifting|screwball|reckless driving|road movie|buddy comedy|unlikely friendship|carjacker|advertising executive|suv|aftercreditsstinger,"[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.3
1630,The Last Emperor,1987.0,0.5641025641025641,0.75,0.661,0.711,0.678,buddhism|japan|suicide|china|suicide attempt|war crimes|becoming an adult|isolation|war on drugs|revolution|emperor|arranged marriage|manchuria|dynasty|reeducation camp|cultural revolution|human experimentation|war|coup d'etat|teacher|beijing|decadence|communism,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",Český,France,7.4
1631,Contraband,2012.0,0.0935390549662488,0.647,0.631,0.63,0.639,head wound|criminal|security guard|contraband,"[ 1.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.1
1632,There Will Be Blood,2007.0,0.08328749770821875,0.722,0.754,0.697,0.669,brother brother relationship|deaf-mute|american dream|fanatic|pipeline|petrol|father|step father|oil|money|killer|alcoholic,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.9
1633,Undercover Brother,2002.0,0.17562724014336917,0.56,0.57,0.633,0.617,usa president|double life|policy and organisations|undercover|intelligence|partner|duringcreditsstinger,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.5
1634,The Sisterhood of the Traveling Pants,2005.0,0.1167192429022082,0.608,0.614,0.614,0.643,holiday|female friendship|jeans|coming of age|teenage girl|summer|based on young adult novel,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.3
1635,Kiss of the Dragon,2001.0,0.16967509025270758,0.64,0.616,0.634,0.629,paris|prostitute|drug,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,France,6.4
1636,The House Bunny,2008.0,0.11020153935133692,0.56,0.612,0.589,0.63,virgin|nudity|college|costume|yoga|bikini|party|playboy|jail|sorority|pregnancy|model|car wash|fraternity|pledge,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.6
1637,Beauty Shop,2005.0,0.1167192429022082,0.57,0.623,0.621,0.63,,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.4
1638,Million Dollar Arm,2014.0,0.09656695442682192,0.65,0.634,0.637,0.669,baseball|sport|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",हिन्दी,United States of America,6.6
1639,The Giver,2014.0,0.09656695442682192,0.628,0.638,0.641,0.645,dystopia|black and white|based on young adult novel,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
1640,Jeepers Creepers 2,2003.0,0.08270676691729323,0.58,0.56,0.605,0.605,father son relationship|scarecrow|peasant|farm|immortality|mythical creature|father,"[ 0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.5
1641,Good Luck Chuck,2007.0,0.08328749770821875,0.55,0.561,0.59,0.643,sex|aquarium|nudity|one-night stand|bride|man-woman relation|love|curse|wedding|dentist|based on short story|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,Canada,5.5
1642,Cradle 2 the Grave,2003.0,0.12280701754385964,0.52,0.574,0.645,0.645,robbery|diamant|intelligence|bank robber|thief|bank robbery|financial transactions|hoodlum,"[ 1.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.8
1643,The Hours,2002.0,0.17562724014336917,0.713,0.649,0.657,0.669,london england|suicide|gay|poetry|aids|drowning|depression|home|way of life|self-destruction|province|literature|empowerment|country life|family's daily life|sense of life|homelessness|leaving one's family|delusion,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.0
1644,She's the Man,2006.0,0.07166728555514296,0.577,0.614,0.634,0.639,roommate|twin sister|sport|boarding school|twin brother|mistaken identity|soccer|teenager|teen comedy|tomboy|fake identity|disguised voice|the big game,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.4
1645,Mr. Bean's Holiday,2007.0,0.08328749770821875,0.61,0.608,0.675,0.621,holiday|france|film director|chaos|clumsy fellow|to drop brick|aftercreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United Kingdom,6.1
1646,Anacondas: The Hunt for the Blood Orchid,2004.0,0.09970740490659465,0.54,0.49,0.534,0.615,snake|expedition|traitor|research|orchid|jungle|animal horror,"[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,4.9
1647,Blood Ties,2013.0,0.09645669291338582,0.655,0.66,0.621,0.646,,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",Español,France,6.0
1648,August Rush,2007.0,0.08328749770821875,0.71,0.659,0.684,0.669,date|loss of son|love at first sight|child labour|guitar|loss of child|lover (female)|love of one's life|harmonica|lie|choir|church choir|rock star|cello|forbidden love|music lover|organ|kiss|affection|music|concert|tenderness|motherly love|children's home|death of a child|orphanage|secret love|crush|children|falling in love|relationship|woman director|piano,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,7.1
1649,Elizabeth,1998.0,0.21394883521509217,0.673,0.678,0.686,0.678,duke|historical figure|treason|catholic|protestant,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.]",Français,United States of America,7.1
1650,Bride of Chucky,1998.0,0.1782192368157782,0.565,0.556,0.592,0.603,route 66|puppet|evil doll|killer doll|killer toys|toy comes to life|chucky,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,Canada,5.5
1651,Tora! Tora! Tora!,1970.0,1.0,0.613,0.712,0.63,0.659,japan|world war ii|pearl harbor|soldier|imperial japan,"[ 1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.
  0.]",English,Japan,6.9
1652,Spice World,1997.0,0.1242117906115504,0.47,0.47,0.631,0.638,pop|pop culture|pop star,"[ 0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.
  0.]",English,United Kingdom,4.7
1653,The Sitter,2011.0,0.06561735056457768,0.59,0.618,0.595,0.616,babysitter|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.4
1654,The Shawshank Redemption,1994.0,0.21720751828690213,0.75,0.697,0.627,0.659,prison|corruption|police brutality|prison cell|delinquent|parole board|escape from prison|wrongful imprisonment|framed for murder|1940s,"[ 0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,8.5
1655,Crocodile Dundee in Los Angeles,2001.0,0.14187725631768952,0.47,0.523,0.47,0.621,crocodile|traffic jam|los angeles|stolen painting,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,Australia,4.7
1656,Kingpin,1996.0,0.2685370741482966,0.583,0.639,0.595,0.616,"sport|handicap|sexual favor|star spangled banner|bowling team|hair loss|biblical interpretation|comb over|female stripper|inflatable doll|combover|unlikely lovers|kingpin|carriage|lancaster, pa","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
1657,The Gambler,2014.0,0.09656695442682192,0.635,0.64,0.612,0.646,gambling|gun|professor|beating|gambler|loan shark,"[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.7
1658,August: Osage County,2013.0,0.09448818897637795,0.66,0.658,0.658,0.643,suicide|drug addiction|funeral|dysfunctional family|based on play|midwest|southern|bleak comedy|mental disorders,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
1659,Ice Princess,2005.0,0.1167192429022082,0.59,0.59,0.606,0.637,sport|figure skating|teenage girl|teen movie|teenager,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.9
1660,A Lot Like Love,2005.0,0.14098519776753216,0.65,0.563,0.643,0.616,new york|shyness|career|flight|romantic comedy|travel|male female relationship|los angeles,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.5
1661,Eddie the Eagle,2016.0,0.07910750507099391,0.72,0.682,0.663,0.658,underdog|olympic games|ski jump|biography|sport|based on true story|britain|skiing|feel good,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
  0.]",English,Germany,7.2
1662,He Got Game,1998.0,0.1782192368157782,0.72,0.642,0.683,0.669,prison|father son relationship|homicide|begnadigung|release from prison|forgiveness|college|basketball|independent film,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.7
1663,Don Juan DeMarco,1994.0,0.21720751828690213,0.62,0.678,0.629,0.643,sex addiction|love|mental institution|patient|psychiatrist|don juan,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
1664,Dear John,2010.0,0.09441233140655106,0.707,0.651,0.589,0.669,based on novel|army|love|u.s. soldier,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.
  0.]",English,United States of America,6.6
1665,The Losers,2010.0,0.09441233140655106,0.62,0.629,0.638,0.631,hospital|black ops|reference to macgyver|sucked into jet engine,"[ 1.  1.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.]",English,United States of America,6.2
1666,Don't Be Afraid of the Dark,2010.0,0.09441233140655106,0.54,0.585,0.627,0.61,monster|remake|creature|bathtub|teeth|old house|scary little people,"[ 0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.
  0.]",English,United States of America,5.4
1667,War,2007.0,0.08328749770821875,0.6,0.614,0.617,0.629,fbi|revenge|fbi agent,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.]",广州话 / 廣州話,United States of America,6.0
1668,Punch-Drunk Love,2002.0,0.17562724014336917,0.722,0.657,0.656,0.643,shyness|brother sister relationship|business man,"[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.9
1669,EuroTrip,2004.0,0.12471553254807813,0.65,0.631,0.647,0.616,paris|berlin|alcohol|sex|nudity|adventure|pen pals|travel|nudism|marijuana|teenager|duringcreditsstinger,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.
  0.]",English,United States of America,6.5
